Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
9,0,0.33,2,52,68,0.571953010279005,367.82,1,976800,c,5759
7,0,0.27,2,21,37,0.400881057268712,357.22,1,915200,b,8301
7,0,0.49,2,26,121,0.386930983847279,356.16,1,985600,c,9209
9,0,0.45,2,20,46,0.611600587371507,358.28,1,800800,b,12026
8,1,0.11,2,7,23,0.464757709251094,343.44,1,818400,b,99
7,1,0.09,4,6,48,0.685022026431714,358.28,1,888800,b,5479
8,1,0.31,2,21,112,0.494126284875182,306.34,1,836000,b,4420
10,0,0.46,1,6,14,0.685022026431714,332.84,1,809600,c,7624
6,0,0,1,25,52,0.331864904552122,369.94,1,985600,c,836
8,1,0,6,32,115,0.522026431718055,339.2,1,844800,b,3097
7,0,0.04,2,13,26,0.479441997063142,366.76,1,924000,b,3813
9,1,0,3,9,22,0.71145374449339,356.16,0,827200,b,6637
8,0,0.06,4,26,94,0.538179148311301,341.32,1,871200,c,9651
7,1,0.32,2,51,148,0.494126284875182,356.16,1,827200,b,8153
8,1,0,2,10,18,0.449339207048448,344.5,1,853600,b,8080
12,0,0.56,2,6,20,0.699706314243761,338.14,1,994400,b,12383
9,1,0.49,2,21,77,0.473568281938328,304.22,2,800800,c,9609
7,1,0.08,2,10,16,0.442731277533035,361.46,1,888800,b,4462
14,0,0.44,2,14,33,0.802496328928039,337.08,1,844800,c,992
8,1,0,2,7,15,0.389867841409682,334.96,0,862400,b,7646
8,1,0.7,2,30,110,0.409691629955946,319.06,1,836000,b,1311
8,1,0.03,2,14,111,0.389867841409682,346.62,1,906400,b,11379
7,1,0.01,2,8,27,0.567547723935388,372.06,1,862400,b,508
7,1,0.18,5,29,65,0.472099853157122,373.12,1,1047200,c,11242
7,0,0.28,2,6,36,0.479441997063142,361.46,1,932800,c,930
10,1,0.57,2,30,67,0.508810572687221,352.98,1,950400,b,296
8,0,0.12,2,10,49,0.516152716593241,359.34,1,800800,b,1772
8,1,0.28,2,9,28,0.538179148311301,347.68,1,827200,b,5427
7,0,0.47,4,18,48,0.567547723935388,374.18,1,844800,c,11133
5,1,0,2,16,42,0.149045521292209,390.08,1,1073600,c,9254
7,1,0.08,3,14,21,0.256240822320112,349.8,1,1038400,c,6518
11,1,0.38,2,21,68,0.707048458149781,311.64,2,827200,a,4707
7,1,0,2,11,31,0.479441997063142,373.12,1,862400,b,10945
8,0,0.31,2,32,60,0.453010279001466,343.44,1,880000,d,3741
6,1,0.04,2,6,14,0.306901615271652,362.52,1,994400,b,8627
8,1,0.11,2,7,16,0.523494860499261,357.22,1,827200,d,9875
12,0,0.49,2,5,24,0.640969162995595,331.78,1,906400,c,729
12,0,0.4,9,6,19,0.567547723935388,315.88,1,836000,b,1838
8,0,0.42,2,9,21,0.437591776798819,351.92,1,968000,c,10703
8,1,0.08,2,22,49,0.508810572687221,357.22,1,844800,b,6695
6,1,0,2,7,14,0.341409691629955,362.52,1,950400,b,7235
8,0,0.29,3,7,24,0.602790014684282,345.56,1,844800,c,11941
7,1,0.01,2,14,38,0.395007342143898,355.1,1,827200,c,2051
8,1,0.11,1,11,54,0.604258443465487,361.46,1,836000,b,2876
8,1,0,2,6,13,0.412628487518349,356.16,1,853600,b,12464
11,0,0.49,2,6,10,0.373715124816445,320.12,1,1012000,b,1274
7,1,0.13,2,12,29,0.439794419970632,362.52,1,994400,b,7359
7,0,0.18,2,13,50,0.413362701908955,359.34,1,796400,b,6094
7,1,0.02,2,17,87,0.540381791483105,374.18,1,853600,b,4816
7,1,0.14,2,10,34,0.464757709251094,366.76,1,994400,b,6227
10,0,0.2,11,13,48,0.941262848751841,343.44,0,844800,b,11393
8,1,0.11,2,11,44,0.464757709251094,356.16,1,959200,b,1657
7,1,0.02,2,31,92,0.409691629955946,344.5,1,968000,c,1684
7,1,0.08,2,10,45,0.369309838472828,362.52,1,976800,a,3446
10,1,0.17,3,17,112,0.740088105726879,333.9,1,800800,b,8883
9,0,0.45,2,6,14,0.282672540381788,355.1,1,1100000,c,1786
6,0,0.22,2,5,12,0.538179148311301,361.46,0,862400,b,680
7,1,0,2,17,32,0.494126284875182,367.82,1,853600,b,6058
7,1,0.01,2,17,45,0.398678414096916,362.52,1,968000,c,12161
7,1,0.07,3,17,26,0.483113069016152,364.64,1,897600,b,7175
9,0,0.4,4,10,22,0.397944199706309,354.04,1,1038400,c,4622
7,1,0.23,2,18,86,0.463289280469889,334.96,1,827200,b,11774
8,1,0.22,2,9,79,0.604258443465487,339.2,1,871200,b,4397
8,1,0.29,3,15,46,0.567547723935388,360.4,1,871200,c,12093
8,1,0.02,2,10,20,0.361967694566808,372.06,1,994400,b,8809
9,0,0.47,2,7,20,0.347283406754769,333.9,1,1029600,c,10113
7,1,0.12,2,18,101,0.444933920704839,358.28,0,915200,b,12139
9,0,0.31,2,4,22,0.582232011747428,347.68,1,950400,c,2865
10,0,0.45,2,6,21,0.552863436123348,333.9,0,924000,b,8887
8,1,0.04,2,4,11,0.430249632892799,356.16,0,880000,a,4687
8,1,0,2,3,14,0.389867841409682,357.22,0,924000,b,1293
8,1,0.25,3,19,84,0.611600587371507,345.56,1,844800,b,2786
9,0,0.3,2,8,11,0.482378854625545,350.86,1,924000,d,8871
8,1,0.04,2,8,15,0.377386196769455,351.92,1,888800,d,10712
7,1,0.08,3,13,48,0.516152716593241,355.1,1,818400,b,11058
9,1,0.34,3,24,129,0.626284875183555,337.08,1,809600,b,10142
12,0,0.55,2,7,20,0.709985315712184,330.72,1,862400,c,3232
12,0,0.54,2,5,18,0.582232011747428,316.94,1,818400,c,10394
8,1,0.07,2,22,56,0.498531571218798,350.86,1,818400,b,7743
8,1,0.27,3,5,77,0.490455212922172,342.38,0,818400,b,8232
6,0,0,2,21,63,0.526431718061672,384.78,1,836000,b,3550
12,1,0.66,8,23,144,0.611600587371507,322.24,1,924000,c,4239
7,1,0.14,2,10,35,0.386930983847279,358.28,1,976800,b,2794
10,0,0.46,2,5,11,0.541850220264311,330.72,1,950400,c,144
8,0,0.37,2,36,142,0.383259911894269,345.56,1,1082400,d,3556
7,1,0.03,2,32,85,0.406020558002936,352.98,1,853600,b,8164
7,1,0.01,2,40,63,0.406020558002936,363.58,1,924000,b,11651
8,1,0.24,2,15,38,0.494126284875182,334.96,1,836000,b,4151
6,0,0.26,2,4,45,0.457415565345074,356.16,1,888800,c,9967
6,1,0,2,8,11,0.337738619676945,380.54,1,862400,c,5256
7,0,0.18,3,27,42,0.479441997063142,349.8,1,880000,b,811
9,0,0.48,2,22,50,0.486784140969162,352.98,1,888800,c,8863
9,0,0.46,5,3,8,0.418502202643171,346.62,1,1100000,c,10039
7,0,0.14,2,15,34,0.347283406754769,357.22,1,959200,b,9391
7,1,0,3,8,11,0.256240822320112,351.92,1,968000,c,6646
10,0,0.45,6,5,13,0.508810572687221,336.02,1,1056000,e,10964
7,1,0.03,2,18,106,0.450073421439055,358.28,0,915200,b,1987
7,1,0.24,2,11,49,0.582232011747428,368.88,1,836000,b,9874
8,1,0.09,2,25,66,0.464757709251094,347.68,1,871200,b,9607
9,0,0.3,3,29,52,0.596916299559467,337.08,0,897600,b,10223
8,1,0.14,3,14,54,0.747430249632898,371,1,1012000,c,4828
9,0,0.38,3,10,62,0.582232011747428,321.18,1,880000,d,3709
5,1,0.15,3,6,32,0.320851688693093,408.1,1,1038400,c,9234
7,1,0.07,2,16,33,0.494126284875182,382.66,1,897600,c,1883
8,1,0.1,3,12,26,0.552863436123348,360.4,1,836000,c,3205
8,1,0.16,2,11,39,0.486784140969162,333.9,1,836000,b,4095
11,0,0.42,3,6,27,0.626284875183555,330.72,1,985600,d,9386
10,0,0.54,2,5,12,0.401615271659319,339.2,1,1047200,d,10027
11,0,0.44,2,14,27,0.618942731277535,336.02,1,836000,b,5272
8,0,0.68,3,3,10,0.536710719530095,349.8,1,844800,b,6952
8,0,0.4,2,7,12,0.270925110132159,346.62,1,1126400,d,6159
8,0,0.31,3,32,106,0.446402349486045,352.98,1,915200,c,11026
12,0,0.58,3,31,106,0.802496328928039,345.56,1,1012000,b,9955
7,1,0.02,2,8,28,0.523494860499261,356.16,1,827200,c,3622
8,0,0.31,2,23,122,0.494126284875182,339.2,1,836000,b,1638
6,1,0,2,9,25,0.359030837004405,368.88,1,985600,c,11815
7,0,0.44,2,14,27,0.350220264317172,354.04,1,994400,c,2486
7,1,0,6,27,61,0.572687224669604,367.82,1,941600,b,11999
8,1,0.12,3,20,60,0.516152716593241,359.34,1,897600,b,9775
9,0,0.45,2,32,59,0.447870778267258,345.56,1,1047200,d,7239
8,0,0.4,2,7,15,0.381057268722465,343.44,1,1038400,d,4113
10,0,0.65,3,12,29,0.582232011747428,328.6,1,1029600,d,7400
10,0,0.49,3,4,23,0.626284875183555,334.96,1,985600,d,7123
7,1,0.18,2,12,35,0.494126284875182,343.44,0,836000,b,11266
10,0,0.24,2,28,64,0.611600587371507,343.44,1,827200,b,7813
7,1,0.05,2,5,12,0.380323054331858,362.52,1,836000,b,9842
8,0,0.51,2,12,25,0.538179148311301,324.36,1,924000,b,1652
8,1,0.26,2,23,120,0.447136563876652,344.5,1,836000,b,2240
8,1,0.32,3,8,86,0.683553597650508,365.7,1,853600,b,6458
6,1,0,2,6,16,0.482378854625545,377.36,1,862400,b,12097
10,0,0.37,2,17,38,0.445668135095438,345.56,1,968000,c,6246
13,0,0.65,4,6,47,0.552863436123348,340.26,1,1056000,d,1913
9,0,0.45,2,21,46,0.447870778267258,356.16,1,1056000,d,11376
6,0,0.32,13,24,148,0.491923641703377,351.92,0,836000,b,5838
7,1,0.24,2,32,73,0.492657856093968,344.5,1,836000,b,9451
7,1,0.3,2,38,89,0.361233480176202,330.72,1,959200,d,3334
10,0,0.41,2,5,12,0.685022026431714,342.38,1,853600,d,9670
9,1,0,3,11,28,0.640969162995595,359.34,0,827200,a,3992
8,0,0.26,2,19,53,0.485315712187948,334.96,1,800800,b,594
8,1,0.24,3,5,10,0.360499265785603,328.6,1,818400,b,10061
9,0,0.47,1,34,103,0.567547723935388,333.9,0,827200,b,9713
7,1,0.13,2,34,53,0.410425844346544,360.4,1,836000,b,6752
6,0,0.33,7,72,278,0.414831130690161,351.92,1,915200,b,8739
9,0,0.27,3,29,90,0.596916299559467,348.74,1,836000,b,8436
8,1,0.49,2,47,141,0.450073421439055,340.26,1,1091200,d,9933
8,1,0.21,2,32,141,0.494126284875182,340.26,1,818400,b,4497
7,1,0.12,4,11,27,0.450073421439055,368.88,1,906400,b,8631
8,1,0.13,3,12,54,0.516152716593241,345.56,1,844800,b,7198
8,1,0.13,2,17,36,0.456681350954476,350.86,0,827200,c,12468
8,1,0.33,2,16,37,0.523494860499261,366.76,1,897600,b,6590
10,1,0.48,2,6,16,0.538179148311301,333.9,1,1003200,b,2330
8,1,0,3,11,14,0.584434654919232,357.22,0,836000,b,2079
8,1,0.13,3,29,63,0.485315712187948,347.68,1,809600,b,12062
7,1,0.06,2,12,85,0.542584434654917,372.06,1,836000,b,4879
6,0,0.25,2,33,84,0.0535976505139431,351.92,1,1188000,e,5032
8,1,0.01,2,12,31,0.523494860499261,345.56,0,844800,a,787
8,1,0,2,3,14,0.464757709251094,336.02,1,809600,b,486
6,0,0.39,2,8,17,0.210719530102779,351.92,1,1091200,d,3159
7,1,0,3,7,18,0.633627019089575,382.66,1,968000,b,6375
7,1,0.15,2,26,38,0.353891336270182,360.4,1,985600,c,4259
8,0,0.2,3,18,111,0.640969162995595,350.86,1,827200,b,6717
9,0,0.36,2,53,74,0.611600587371507,361.46,1,880000,d,9771
6,0,0.23,2,5,14,0.335535976505132,361.46,1,862400,b,521
8,1,0.24,2,16,37,0.567547723935388,359.34,1,941600,b,7358
8,1,0.16,3,21,38,0.567547723935388,350.86,1,809600,c,6065
11,0,0.5,3,34,98,0.596916299559467,358.28,1,941600,c,2683
7,1,0.05,2,13,85,0.428046989720995,380.54,1,950400,c,3253
8,1,0.32,2,24,120,0.475770925110132,349.8,1,862400,b,3099
8,0,0.34,2,4,10,0.366372980910425,349.8,1,1012000,c,8225
8,1,0.09,6,9,22,0.429515418502201,357.22,1,906400,c,11107
7,0,0.38,2,7,20,0.295888399412622,360.4,1,1100000,d,11323
8,1,0.18,7,30,151,0.596916299559467,339.2,1,800800,a,11570
8,0,0.21,2,21,58,0.453744493392064,357.22,1,959200,b,1362
9,1,0,2,5,12,0.345814977973555,349.8,1,950400,b,9397
6,1,0,2,3,12,0.323788546255496,387.96,1,1012000,b,4386
7,1,0.09,6,6,29,0.486049926578555,365.7,1,1012000,a,8141
6,1,0.01,2,28,52,0.257709251101309,367.82,1,1020800,c,7368
9,0,0.45,2,21,27,0.395741556534505,339.2,1,976800,c,1646
8,1,0.1,3,18,49,0.567547723935388,374.18,1,976800,c,7844
12,0,0.49,4,10,24,0.699706314243761,349.8,1,809600,b,6520
7,0,0.24,2,27,69,0.406020558002936,363.58,1,968000,c,5276
7,1,0,2,21,37,0.479441997063142,366.76,1,959200,b,1703
8,1,0.02,1,13,31,0.395007342143898,334.96,1,924000,c,7612
7,0,0.21,2,41,74,0.294419970631416,330.72,0,880000,c,1729
11,0,0.58,2,6,20,0.640969162995595,311.64,1,844800,b,3843
12,0,0.51,2,7,15,0.633627019089575,329.66,1,994400,c,6972
8,1,0.2,2,10,23,0.386930983847279,345.56,1,976800,d,10294
9,1,0.04,4,21,45,0.572687224669604,351.92,1,888800,c,10569
8,0,0.25,3,14,31,0.523494860499261,348.74,0,844800,b,12043
12,1,0.58,3,19,34,0.670337738619674,320.12,1,950400,b,2999
9,1,0.26,2,32,119,0.592511013215851,341.32,1,844800,b,988
10,0,0.43,2,7,18,0.496328928046978,340.26,1,924000,c,3432
8,0,0.4,2,11,61,0.320851688693093,359.34,1,1047200,b,7165
8,1,0.27,2,12,65,0.457415565345074,357.22,1,862400,c,11697
10,0,0.42,2,4,17,0.560205580029368,333.9,1,897600,c,8695
8,0,0.52,3,5,13,0.508810572687221,344.5,1,968000,d,2986
9,0,0.41,6,3,10,0.464023494860495,342.38,1,994400,d,1233
7,0,0.27,2,4,11,0.510279001468427,344.5,1,809600,c,11222
6,0,0.21,2,46,68,0.245227606461082,351.92,0,1020800,c,7377
10,1,0.39,2,15,48,0.538179148311301,339.2,1,862400,c,1999
9,1,0.17,4,11,74,0.640969162995595,343.44,0,814000,c,7652
8,1,0.13,3,33,77.5,0.482378854625545,338.14,1,862400,b,991
6,0,0.08,2,9,23,0.337738619676945,371,1,862400,b,2288
7,1,0.28,7,31,115,0.522026431718055,352.98,1,792000,b,9262
7,1,0.21,2,15,24,0.23201174743024,362.52,1,1126400,c,5632
6,0,0.22,2,23,55,0.501468428781202,373.12,1,897600,c,9082
7,1,0.21,2,14,35,0.523494860499261,364.64,1,836000,c,4269
7,0,0.07,2,9,23,0.494126284875182,366.76,1,827200,b,3847
8,1,0.22,2,23,94,0.398678414096916,351.92,0,836000,b,6858
8,0,0.32,2,4,12,0.331130690161515,349.8,0,1038400,d,5355
8,1,0.17,2,12,47,0.464757709251094,356.16,1,853600,c,8038
10,0,0.35,2,20,72,0.665932452276057,337.08,1,800800,b,6335
13,1,0.45,2,6,32,0.626284875183555,315.88,1,880000,b,4765
8,0,0.49,2,33,125,0.332599118942729,348.74,1,1091200,e,10119
6,1,0.01,2,3,11,0.391336270190888,373.12,1,1012000,c,3582
8,0,0.29,4,12,33,0.530837004405281,352.98,1,818400,c,1425
7,1,0.08,2,19,32,0.523494860499261,369.94,1,827200,c,4549
11,0,0.74,4,6,19,0.541850220264311,343.44,0,1179200,e,7863
8,1,0.26,2,24,94,0.461820851688691,340.26,1,836000,c,12255
10,1,0.42,2,25,99,0.546989720998534,359.34,1,809600,b,3844
10,0,0.63,3,10,30,0.626284875183555,337.08,1,941600,d,3834
8,0,0.42,2,18,37,0.376651982378848,358.28,1,976800,c,295
7,1,0.03,8,30,109,0.589574155653448,341.32,1,827200,b,10965
10,0,0.33,3,15,27,0.77312775330396,343.44,1,871200,b,1192
7,1,0.01,2,24,43,0.512481644640231,366.76,1,853600,a,1316
9,1,0.34,2,9,21,0.486784140969162,347.68,1,959200,c,5532
8,1,0.06,2,5,14,0.494126284875182,358.28,0,880000,b,11574
9,1,0.18,3,21,77,0.646842878120401,348.74,1,827200,b,260
7,1,0.02,2,26,37,0.376651982378848,360.4,1,915200,c,5056
10,0,0.4,2,41,74,0.325991189427308,367.82,1,1073600,d,6994
10,0,0.41,2,11,21,0.463289280469889,354.04,1,1038400,d,2092
6,0,0.14,1,21,48,0.331864904552122,376.3,1,1012000,c,8659
9,0,0.24,2,19,39,0.559471365638761,339.2,1,880000,c,10118
7,0,0.28,2,31,47,0.329662261380318,358.28,1,1056000,c,4258
10,1,0.48,2,15,88,0.457415565345074,322.24,1,836000,b,9497
8,0,0.32,3,24,44,0.573421439060194,374.18,1,941600,c,5651
9,0,0.21,2,57,68,0.508810572687221,367.82,1,827200,c,7033
8,0,0.42,2,9,21,0.379588839941259,346.62,1,1100000,d,1038
8,1,0.07,2,5,11,0.450073421439055,356.16,0,924000,a,9882
7,1,0.07,2,16,26,0.455212922173278,379.48,1,968000,b,10672
11,0,0.5,3,20,55,0.596916299559467,321.18,1,880000,d,8556
8,0,0.29,2,5,16,0.435389133627015,364.64,1,941600,c,7214
10,1,0.45,2,6,19,0.685022026431714,344.5,1,827200,b,9059
7,1,0.06,6,4,9,0.523494860499261,345.56,1,836000,b,4854
8,1,0.28,2,38,89,0.441262848751829,351.92,1,871200,b,9487
13,1,0.66,2,6,14,0.685022026431714,321.18,1,880000,b,4990
7,1,0.14,2,15,36,0.530837004405281,375.24,1,871200,b,7240
9,1,0.14,2,20,60,0.537444933920702,310.58,1,827200,b,96
12,0,0.49,2,3,9,0.589574155653448,325.42,1,897600,c,5463
7,0,0.32,2,9,48,0.528634361233485,362.52,1,827200,c,4882
9,1,0.04,2,4,14,0.640969162995595,358.28,1,880000,c,5346
10,0,0.58,4,9,41,0.508810572687221,333.9,1,1100000,c,10847
10,1,0.28,2,30,152,0.802496328928039,337.08,1,792000,b,9023
5,0,0.02,2,28,33,0.149045521292209,390.08,1,1012000,c,11007
8,0,0.42,2,12,19,0.381057268722465,345.56,1,1038400,c,5504
7,1,0,2,18,38,0.567547723935388,358.28,1,827200,c,1876
7,1,0.22,2,15,24,0.486784140969162,364.64,1,853600,c,6199
7,1,0.02,2,9,25,0.347283406754769,359.34,1,959200,c,8298
9,0,0.24,3,18,75,0.611600587371507,337.08,1,844800,b,2849
8,1,0.29,2,9,86,0.530837004405281,339.2,1,748000,b,6627
9,1,0.18,3,5,30,0.534508076358291,330.72,0,880000,b,3957
10,0,0.4,1,14,24,0.451541850220268,341.32,1,1038400,d,6964
13,0,0.75,3,23,99,0.831864904552135,323.3,1,1012000,c,6965
11,0,0.41,9,13,61,0.625550660792948,326.48,1,888800,c,3036
8,1,0.01,2,7,16,0.478707782672535,344.5,1,844800,c,10375
8,1,0.32,2,16,101,0.494126284875182,357.22,0,836000,b,7768
9,0,0.48,4,3,10,0.594713656387671,350.86,1,1047200,c,2270
9,0,0.41,6,12,52,0.596916299559467,344.5,1,818400,c,8398
11,1,0.55,2,5,25,0.552863436123348,343.44,1,897600,c,9444
9,0,0.35,2,11,47,0.552863436123348,361.46,1,818400,c,7312
10,1,0.28,2,31,151,0.574889867841408,327.54,1,809600,b,710
12,0,0.55,3,13,25,0.640969162995595,316.94,1,1073600,d,5575
8,1,0.52,2,32,134,0.494126284875182,333.9,1,818400,b,5824
9,1,0.38,1,22,114,0.567547723935388,349.8,1,827200,b,10340
8,1,0.04,2,15,27,0.455212922173278,352.98,1,959200,c,10787
6,1,0.66,2,19,86,0.210719530102779,352.98,1,1135200,d,1352
9,0,0.32,2,13,62,0.475036710719525,310.58,1,985600,c,10767
12,1,0.5,3,8,42,0.620411160058741,327.54,1,1003200,c,179
7,1,0.05,2,20,49,0.506607929515417,360.4,1,836000,a,9068
8,0,0.49,2,39,51,0.435389133627015,346.62,1,1003200,b,3874
6,1,0.15,2,8,62,0.501468428781202,354.04,1,809600,b,11828
12,0,0.47,3,8,20,0.677679882525694,333.9,1,968000,b,6407
8,0,0.42,2,8,22,0.331130690161515,346.62,1,994400,b,6605
5,0,0.5,2,5,113,0.413362701908955,400.68,1,915200,c,7635
6,0,0.15,2,20,44,0.225403817914819,352.98,0,968000,b,5017
10,0,0.42,2,6,16,0.563142437591771,336.02,0,959200,b,3602
9,0,0.56,2,5,17,0.514684287812036,340.26,1,827200,c,5655
8,1,0,2,27,44,0.376651982378848,351.92,1,862400,b,2775
7,1,0.32,4,19,110,0.518355359765046,352.98,1,836000,b,3066
10,0,0.36,2,26,72,0.640969162995595,332.84,1,827200,b,11294
8,1,0.2,3,14,38,0.403817914831131,342.38,1,897600,c,3882
9,0,0.48,2,5,11,0.560205580029368,347.68,1,836000,b,8367
8,0,0.09,2,6,14,0.358296622613799,328.6,1,818400,c,6119
6,0,0.23,2,16,47,0.406020558002936,364.64,1,888800,c,5174
7,0,0.44,2,5,16,0.552863436123348,374.18,1,888800,b,5190
8,1,0.21,2,21,68,0.398678414096916,330.72,0,836000,a,9968
11,0,0.37,3,34,98,0.596916299559467,342.38,1,880000,a,10301
7,0,0.38,2,7,17,0.331130690161515,326.48,1,1047200,d,34
11,1,0.66,2,6,22,0.626284875183555,322.24,1,809600,b,1771
8,1,0.19,2,27,130,0.435389133627015,345.56,1,888800,c,8296
8,1,0,2,8,15,0.464757709251094,351.92,1,915200,c,10615
8,0,0.59,2,26,149,0.332599118942729,340.26,1,1135200,d,5369
9,0,0.31,2,13,45,0.508076358296614,354.04,1,932800,d,6365
7,1,0,1,17,26,0.567547723935388,381.6,1,941600,d,9022
7,0,0.29,3,32,55,0.468428781204104,363.58,1,924000,b,5692
9,0,0.49,2,26,67,0.486784140969162,347.68,1,888800,c,4817
9,1,0.26,2,23,54,0.559471365638761,321.18,1,853600,b,11921
9,0,0.54,2,17,60,0.452276064610859,359.34,1,1056000,c,1620
8,1,0.22,2,12,28,0.494126284875182,339.2,1,906400,b,11182
9,0,0.4,3,7,17,0.407488986784141,349.8,1,1056000,e,3710
8,1,0.2,3,14,69,0.490455212922172,348.74,1,818400,b,1616
9,1,0,2,8,15,0.582232011747428,341.32,1,844800,b,320
7,1,0.07,2,16,24,0.257709251101309,358.28,1,1117600,c,1827
10,0,0.4,2,13,28,0.368575624082221,305.28,2,1100000,d,613
11,1,0.38,3,26,91,0.611600587371507,336.02,1,809600,c,224
10,0,0.73,4,7,23,0.508810572687221,334.96,1,1038400,c,8449
11,0,0.41,9,22,89,0.655653450807642,325.42,1,924000,c,12204
10,1,0.23,2,9,31,0.538179148311301,342.38,1,853600,b,8977
11,0,0.52,2,6,24,0.73641703377386,327.54,1,809600,c,11408
9,1,0.11,2,25,48,0.479441997063142,333.9,1,897600,c,3152
6,1,0.08,2,13,24,0.469897209985318,366.76,0,994400,d,6223
8,1,0.29,2,16,72,0.508810572687221,339.2,1,818400,a,7707
7,1,0,2,11,34,0.523494860499261,367.82,1,827200,b,5454
12,1,0.5,2,6,14,0.729074889867841,338.14,1,792000,b,528
8,0,0.4,5,12,24,0.360499265785603,336.02,1,1064800,d,11057
7,1,0.05,6,27,94,0.655653450807642,365.7,1,853600,c,3673
7,1,0,2,12,86,0.523494860499261,354.04,1,792000,b,9478
8,1,0.43,2,22,114,0.538179148311301,341.32,1,809600,b,1474
9,0,0.45,2,20,50,0.393538913362692,333.9,1,985600,d,11605
10,1,0.34,3,35,152,0.595447870778262,328.6,1,809600,b,2306
8,1,0.49,2,6,19,0.247430249632886,340.26,1,1091200,c,9513
6,0,0.09,2,34,64,0.526431718061672,362.52,1,871200,c,11512
8,0,0.3,2,18,47,0.589574155653448,368.88,1,941600,e,8185
7,1,0.19,2,15,50,0.442731277533035,355.1,1,906400,b,9441
11,0,0.45,2,11,33,0.633627019089575,324.36,1,853600,c,2904
7,1,0.32,2,34,104,0.428046989720995,354.04,0,862400,a,68
9,0,0.42,2,9,20,0.626284875183555,359.34,1,924000,d,7494
7,1,0.12,2,13,64,0.433920704845809,348.74,1,827200,c,7523
10,0,0.43,2,5,10,0.414831130690161,332.84,0,1003200,b,6690
8,1,0,2,6,18,0.552863436123348,360.4,1,844800,b,8660
6,1,0.01,2,11,35,0.523494860499261,371,1,809600,b,4513
6,1,0,2,15,39,0.209251101321581,365.7,1,1100000,b,10834
9,0,0.57,2,16,40,0.604258443465487,375.24,1,880000,d,8316
8,1,0,2,5,18,0.449339207048448,344.5,0,897600,b,7806
6,0,0.24,2,30,70,0.0829662261380224,359.34,1,1188000,d,3894
7,1,0.23,4,12,93,0.518355359765046,348.74,0,836000,b,6488
8,1,0.09,2,28,55,0.406020558002936,359.34,0,827200,a,11000
5,1,0.24,2,10,100,0.413362701908955,389.02,1,871200,b,12327
7,1,0,2,39,52,0.574889867841408,358.28,1,836000,b,9063
7,0,0.31,2,15,36,0.341409691629955,343.44,1,994400,d,2029
7,1,0.05,6,6,20,0.486049926578555,374.18,1,897600,b,4909
10,1,0.22,2,19,48,0.677679882525694,343.44,1,924000,c,5762
8,0,0.44,2,6,15,0.552863436123348,359.34,1,906400,b,9529
7,1,0.07,2,15,45,0.544052863436115,371,1,827200,b,7884
6,0,0.2,2,18,38,0.500734214390595,373.12,1,862400,c,4865
8,1,0.01,3,25,37,0.472099853157122,360.4,1,941600,b,2140
8,1,0.04,2,17,35,0.408957415565339,372.06,0,950400,c,11925
12,0,0.6,1,15,37,0.707048458149781,333.9,1,950400,d,4081
7,1,0.2,2,15,50,0.420704845814975,374.18,1,1029600,c,11693
12,0,0.49,2,10,23,0.685022026431714,343.44,1,906400,c,11391
9,0,0.43,2,12,21,0.417767988252572,355.1,1,1047200,d,9810
8,1,0.12,2,15,46,0.523494860499261,348.74,1,836000,c,7188
7,0,0.29,2,26,69,0.508810572687221,365.7,1,836000,b,11833
7,1,0.04,2,18,31,0.494126284875182,360.4,1,862400,c,2754
8,1,0.03,2,25,99,0.479441997063142,346.62,1,880000,b,3778
9,1,0.49,2,38,69,0.452276064610859,359.34,1,836000,b,7382
9,1,0.14,3,17,44,0.640969162995595,352.98,1,809600,c,3906
9,0,0.39,2,6,16,0.479441997063142,350.86,1,836000,c,3973
9,1,0.37,3,17,53,0.552863436123348,354.04,0,959200,b,11869
12,0,0.6,1,3,10,0.501468428781202,332.84,1,915200,c,4561
7,1,0.33,2,34,62,0.451541850220268,381.6,1,871200,b,10591
9,0,0.49,3,32,68,0.508810572687221,339.2,1,888800,c,2906
7,1,0.3,2,23,54,0.541850220264311,376.3,1,818400,b,8959
9,0,0.45,2,34,85,0.523494860499261,347.68,1,827200,b,11209
7,1,0.02,2,10,18,0.422173274596181,363.58,1,994400,c,12040
7,1,0.02,2,6,12,0.422173274596181,374.18,1,950400,c,10629
8,1,0.06,4,11,32,0.429515418502201,350.86,1,950400,b,2758
7,1,0.05,6,10,27,0.240088105726866,336.02,1,968000,c,1630
10,0,0.58,3,11,32,0.494126284875182,362.52,1,976800,c,10229
9,0,0.28,2,19,72,0.559471365638761,340.26,0,853600,b,8182
9,0,0.49,2,20,67,0.494126284875182,310.58,2,792000,b,6708
9,0,0.31,2,12,19,0.552863436123348,337.08,1,836000,c,7784
8,1,0.28,2,13,63,0.543318649045524,348.74,1,862400,b,550
10,0,0.4,3,13,24,0.729074889867841,341.32,1,827200,c,6699
8,0,0.24,2,19,71,0.435389133627015,338.14,1,836000,b,2675
6,1,0.1,2,16,26,0.349486049926565,375.24,1,897600,c,1685
